,0.0,1.0,accuracy,macro avg,weighted avg
precision,0.8301795245026686,0.6270042194092827,0.8165563288632377,0.7285918719559756,0.7894478939959144
recall,0.9687190375088465,0.2097092859158905,0.8165563288632377,0.5892141617123685,0.8165563288632377
f1-score,0.894114573126919,0.3142978003384095,0.8165563288632377,0.6042061867326642,0.7778756308992446
support,28260.0,7086.0,0.8165563288632377,35346.0,35346.0
