,0.0,1.0,accuracy,macro avg,weighted avg
precision,0.8428168130489335,0.5986728216964801,0.8188762519096927,0.7207448173727068,0.7938719728202377
recall,0.9507784854918613,0.29283093423652273,0.8188762519096927,0.621804709864192,0.8188762519096927
f1-score,0.8935483870967742,0.3932903714935558,0.8188762519096927,0.643419379295165,0.7932590106874376
support,28260.0,7086.0,0.8188762519096927,35346.0,35346.0
