,0.0,1.0,accuracy,macro avg,weighted avg
precision,0.7995246986929214,0.0,0.7995246986929214,0.3997623493464607,0.6392397438200068
recall,1.0,0.0,0.7995246986929214,0.5,0.7995246986929214
f1-score,0.8885954155268371,0.0,0.7995246986929214,0.44429770776341854,0.7104539818590057
support,28260.0,7086.0,0.7995246986929214,35346.0,35346.0
