,0.0,1.0,accuracy,macro avg,weighted avg
precision,0.8856293359762141,0.41507756150578007,0.7508911899507724,0.6503534487409971,0.7912953272086733
recall,0.7905166312809625,0.5928591589048828,0.7508911899507724,0.6916878950929226,0.7508911899507724
f1-score,0.8353744040385155,0.4882896495612251,0.7508911899507724,0.6618320267998703,0.7657924833055872
support,28260.0,7086.0,0.7508911899507724,35346.0,35346.0
