,0.0,1.0,accuracy,macro avg,weighted avg
precision,0.7896558610131132,0.6486661277283751,0.7485382874387023,0.7191609943707442,0.7419767603379839
recall,0.8451838130521516,0.5593976575571667,0.7485382874387023,0.7022907353046592,0.7485382874387023
f1-score,0.8164768230152449,0.6007336976866062,0.7485382874387023,0.7086052603509256,0.7435180482671784
support,14036.0,7172.0,0.7485382874387023,21208.0,21208.0
