,0.0,1.0,accuracy,macro avg,weighted avg
precision,0.7878510777269758,0.6653102746693794,0.75377216144851,0.7265806761981777,0.7464109306348842
recall,0.859361641493303,0.54712771890686,0.75377216144851,0.7032446802000815,0.75377216144851
f1-score,0.8220541129966605,0.6004590665646518,0.75377216144851,0.7112565897806562,0.7471163690787821
support,14036.0,7172.0,0.75377216144851,21208.0,21208.0
