,0.0,1.0,accuracy,macro avg,weighted avg
precision,0.8102062481043373,0.5821695760598504,0.7239720860052811,0.6961879120820939,0.733090112122488
recall,0.7612567683100598,0.6510039040713888,0.7239720860052811,0.7061303361907243,0.7239720860052811
f1-score,0.7849691448721717,0.6146656134807794,0.7239720860052811,0.6998173791764756,0.7273768718082776
support,14036.0,7172.0,0.7239720860052811,21208.0,21208.0
