,0.0,1.0,accuracy,macro avg,weighted avg
precision,0.792146561594935,0.6423518314730389,0.7472180309317239,0.7172491965339869,0.7414898375080697
recall,0.8379167854089484,0.5697155605131066,0.7472180309317239,0.7038161729610275,0.7472180309317239
f1-score,0.8143890870061974,0.6038572378630016,0.7472180309317239,0.7091231624345995,0.7431926317980212
support,14036.0,7172.0,0.7472180309317239,21208.0,21208.0
