,0.0,1.0,accuracy,macro avg,weighted avg
precision,0.7551729346020238,0.7254588986432562,0.7393733644529316,0.7403159166226401,0.7403043580118633
recall,0.7078142695356738,0.7708833922261484,0.7393733644529316,0.7393488308809111,0.7393733644529316
f1-score,0.7307270734380709,0.7474816692934969,0.7393733644529316,0.7391043713657839,0.7391108888194373
support,7064.0,7075.0,0.7393733644529316,14139.0,14139.0
