,0.0,1.0,accuracy,macro avg,weighted avg
precision,0.7715309141878212,0.7266131122052345,0.7470118113020723,0.7490720131965278,0.7490545403971145
recall,0.7013023782559457,0.7926501766784453,0.7470118113020723,0.7469762774671955,0.7470118113020723
f1-score,0.7347423062662216,0.758196444264179,0.7470118113020723,0.7464693752652003,0.7464784988071048
support,7064.0,7075.0,0.7470118113020723,14139.0,14139.0
