,0.0,1.0,accuracy,macro avg,weighted avg
precision,0.7063882063882064,0.7227359459856157,0.7142655067543674,0.7145620761869111,0.7145684353755232
recall,0.7325877689694225,0.6959717314487632,0.7142655067543674,0.7142797502090928,0.7142655067543674
f1-score,0.7192494788047256,0.7091013824884792,0.7142655067543674,0.7141754306466024,0.7141714830880946
support,7064.0,7075.0,0.7142655067543674,14139.0,14139.0
