,0.0,1.0,accuracy,macro avg,weighted avg
precision,0.7687412361126092,0.6825858250276855,0.7310093967869051,0.7256635305701473,0.731787642088612
recall,0.7565817409766454,0.6969611307420495,0.7310093967869051,0.7267714358593474,0.7310093967869051
f1-score,0.7626130223102028,0.6896985803203022,0.7310093967869051,0.7261558013152525,0.7313387163339344
support,9420.0,7075.0,0.7310093967869051,16495.0,16495.0
