,0.0,1.0,accuracy,macro avg,weighted avg
precision,0.780466724286949,0.6966431827600498,0.7436799030009094,0.7385549535234994,0.744513310749343
recall,0.7668789808917198,0.7127915194346289,0.7436799030009094,0.7398352501631744,0.7436799030009094
f1-score,0.7736131934032984,0.7046248428112337,0.7436799030009094,0.739119018107266,0.7440228581235859
support,9420.0,7075.0,0.7436799030009094,16495.0,16495.0
