,0.0,1.0,accuracy,macro avg,weighted avg
precision,0.7822632596091905,0.7028269043308731,0.7476811154895423,0.7425450819700319,0.7481915885819643
recall,0.7734607218683652,0.713356890459364,0.7476811154895423,0.7434088061638646,0.7476811154895423
f1-score,0.7778370876481264,0.7080527497194165,0.7476811154895423,0.7429449186837714,0.7479053391882523
support,9420.0,7075.0,0.7476811154895423,16495.0,16495.0
