,0.0,1.0,accuracy,macro avg,weighted avg
precision,0.7712794869007501,0.6813322368421053,0.7314943922400727,0.7263058618714278,0.7326995054418285
recall,0.7531847133757962,0.7026148409893993,0.7314943922400727,0.7278997771825977,0.7314943922400727
f1-score,0.7621247113163971,0.6918098949272842,0.7314943922400727,0.7269673031218407,0.7319654311737495
support,9420.0,7075.0,0.7314943922400727,16495.0,16495.0
