,0.0,1.0,accuracy,macro avg,weighted avg
precision,0.7565931690445309,0.6658843020847715,0.7167626553501061,0.7112387355646512,0.717686516498893
recall,0.7430997876857749,0.681696113074205,0.7167626553501061,0.71239795037999,0.7167626553501061
f1-score,0.7497857754927163,0.6736974437770639,0.7167626553501061,0.7117416096348901,0.7171501315467786
support,9420.0,7075.0,0.7167626553501061,16495.0,16495.0
