,0.0,1.0,accuracy,macro avg,weighted avg
precision,0.7798857389242212,0.6972845663618731,0.7437405274325554,0.7385851526430471,0.7444566212595584
recall,0.7680467091295117,0.7113780918727916,0.7437405274325554,0.7397124005011516,0.7437405274325554
f1-score,0.7739209498850083,0.7042608269782411,0.7437405274325554,0.7390908884316247,0.7440424794657674
support,9420.0,7075.0,0.7437405274325554,16495.0,16495.0
